"date","value"
1970-01-31,0.14901424590336979
1970-02-28,0.7364321457325429
1970-03-31,1.642743693695039
1970-04-30,2.3831263668822547
1970-05-31,2.0949105431206387
1970-06-30,2.0968913098171273
1970-07-31,2.4540676544230196
1970-08-31,1.9176488768418745
1970-09-30,1.245867899180347
1970-10-31,1.3323629269567394
1970-11-30,0.9610444352853067
1970-12-31,1.0606242957784668
1971-01-31,1.5184409819507805
1971-02-28,1.1967769716998544
1971-03-31,1.5652581082006685
1971-04-30,2.1150493960906904
1971-05-31,1.988446968104924
1971-06-30,2.15660381173503
1971-07-31,1.3219662281615259
1971-08-31,0.5130615587974345
1971-09-30,0.6160758297816691
1971-10-31,-0.6465492132634951
1971-11-30,-1.2017902076648002
1971-12-31,-2.0969783014587957
1972-01-31,-2.0408018258831957
1972-02-29,-1.8168601856322233
1972-03-31,-1.9830035907497314
1972-04-30,-1.2114582971226897
1972-05-31,-1.188091926876281
1972-06-30,-0.8668545104087855
1972-07-31,-0.8811396134623338
1972-08-31,-0.23590185726799096
1972-09-30,-1.0293650640233447
1972-10-31,-1.651495718890438
1972-11-30,-1.3782184743690336
1972-12-31,-2.166190568037531
1973-01-31,-1.7162431925786614
1973-02-28,-2.105793657850434
1973-03-31,-1.4183212858874568
1973-04-30,-0.2762934567163652
1973-05-31,0.6687643982551249
1973-06-30,1.270866151284777
1973-07-31,1.84050598229595
1973-08-31,2.2420059487016233
1973-09-30,2.10573534509546
1973-10-31,2.316805571461978
1973-11-30,2.19675955808858
1973-12-31,2.3581584187451683
1974-01-31,1.852518596692467
1974-02-28,1.0206913079263986
1974-03-31,1.5989682826816545
1974-04-30,1.5077902298194696
1974-05-31,1.6820135439939536
1974-06-30,2.4011724626723328
1974-07-31,2.8363367236541963
1974-08-31,2.995112847777729
1974-09-30,2.4532055135574855
1974-10-31,2.3601451989055566
1974-11-30,2.064300317258883
1974-12-31,1.5863843891347962
1975-01-31,0.38544402874231204
1975-02-28,-0.27551564529603184
1975-03-31,-1.1797856805659268
1975-04-30,-1.6334274797099653
1975-05-31,-1.2168181820966197
1975-06-30,-1.008135698338642
1975-07-31,-1.2136565570269597
1975-08-31,-0.5769336472061677
1975-09-30,-0.4628280805392226
1975-10-31,-0.5539071833418815
1975-11-30,-0.19499682534080526
1975-12-31,0.04588548836374268
1976-01-31,-0.6759118221068668
1976-02-29,-0.5118162517284238
1976-03-31,-2.0548094408944406
1976-04-30,-1.184530110148444
1976-05-31,-1.364384296295317
1976-06-30,-1.1970834705581848
1976-07-31,-0.5620210054590226
1976-08-31,-0.4881424826162465
1976-09-30,0.8284419060054056
1976-10-31,1.7670255900385439
1976-11-30,2.74346396941825
1976-12-31,2.580756842133784
1977-01-31,2.688795750372048
1977-02-28,2.746366372066115
1977-03-31,2.963645921557762
1977-04-30,2.493721180648028
1977-05-31,1.9546396998529079
1977-06-30,2.0856354735035407
1977-07-31,1.934767206905095
1977-08-31,2.33880370008761
1977-09-30,2.114910367579767
1977-10-31,2.566489980140895
1977-11-30,2.852884440206887
1977-12-31,2.706990560401488
1978-01-31,3.2043182089117264
1978-02-28,2.919629347628207
1978-03-31,2.335291936415773
1978-04-30,1.5794407493180147
1978-05-31,0.45755816921180975
1978-06-30,0.014140337101590711
1978-07-31,-0.5746397122775205
1978-08-31,-1.1180365504520613
1978-09-30,-1.0899865138042208
1978-10-31,-0.8572110180184044
1978-11-30,-0.18002356413708376
1978-12-31,-0.37996817575404057
1979-01-31,-0.058924515201395036
1979-02-28,0.034206048020565746
1979-03-31,-0.4840585184740467
1979-04-30,-0.04931616350375273
1979-05-31,-0.28809657657092447
1979-06-30,0.11057838626365368
1979-07-31,-0.9696260173017843
1979-08-31,-0.9700888217410035
1979-09-30,-1.0103326479738741
1979-10-31,-1.0453102103852596
1979-11-30,0.18529076311471632
1979-12-31,0.7780115105208775
1980-01-31,1.578561587392444
1980-02-29,1.826313425751377
1980-03-31,3.143905741371456
1980-04-30,2.7173559375123606
1980-05-31,3.4874094000343536
1980-06-30,3.916753067745565
1980-07-31,2.7454676814914283
1980-08-31,2.5798539084749974
1980-09-30,2.5090896075878155
1980-10-31,2.1647479340027256
1980-11-30,1.846564560199406
1980-12-31,2.495542430117146
1981-01-31,2.4483794124690346
1981-02-28,3.2540907775672876
1981-03-31,3.137249224483188
1981-04-30,4.03959702739329
1981-05-31,3.2888309273648306
1981-06-30,3.130948595570085
1981-07-31,2.945007988489586
1981-08-31,1.635879456171196
1981-09-30,1.303643390100521
1981-10-31,0.8938710785748019
1981-11-30,-0.576060726427587
1981-12-31,-0.42252109879035415
1982-01-31,-0.5426391256511496
1982-02-28,-0.3059274329492428
1982-03-31,-0.6703712052928668
1982-04-30,-0.3834505630973351
1982-05-31,0.4539915295846493
1982-06-30,0.5604445203999832
1982-07-31,0.5594964675811189
1982-08-31,0.4348972437268189
1982-09-30,-0.15223670994628155
1982-10-31,-0.20595574012322598
1982-11-30,-0.466059639797354
1982-12-31,-0.902533668102285
1983-01-31,-0.04741099735718579
1983-02-28,-0.13774762714626032
1983-03-31,-0.08134843808277381
1983-04-30,1.194425623736537
1983-05-31,1.4954408446821434
1983-06-30,2.7732070238928586
1983-07-31,3.4916429581715787
1983-08-31,3.2911486741800626
1983-09-30,3.978374711927848
1983-10-31,3.7448449764423883
1983-11-30,3.642482644921308
1983-12-31,3.674102983922828
1984-01-31,2.772772687116318
1984-02-29,2.47592406538789
1984-03-31,2.4532340499049354
1984-04-30,2.6588021132326127
1984-05-31,3.186499622369431
1984-06-30,3.661583065078225
1984-07-31,3.9376279653962225
1984-08-31,4.2495350153464235
1984-09-30,3.93382713004764
1984-10-31,4.04776266024703
1984-11-30,2.9871822103858023
1984-12-31,3.175836880683968
1985-01-31,1.7767089068322703
1985-02-28,0.607303880226283
1985-03-31,-0.03507506482327394
1985-04-30,0.06850381695708102
1985-05-31,-0.26467110742861377
1985-06-30,0.11296369734996095
1985-07-31,0.289593826265493
1985-08-31,0.43514115598171416
1985-09-30,0.47536410165894905
1985-10-31,0.429569417343296
1985-11-30,0.7409734265617183
1985-12-31,0.9584302561946877
1986-01-31,0.47296701156638604
1986-02-28,-0.29653838189442466
1986-03-31,-0.14302873321095338
1986-04-30,-0.1984695480686679
1986-05-31,-0.4773122284519629
1986-06-30,0.18313110807461938
1986-07-31,0.7286344822471087
1986-08-31,1.100220448767383
1986-09-30,2.3413557399074465
1986-10-31,3.1418984325277233
1986-11-30,3.8879547859324095
1986-12-31,4.250706108096232
1987-01-31,3.6521208938120435
1987-02-28,3.699815072614993
1987-03-31,3.9033482688166172
1987-04-30,3.615296912732783
1987-05-31,3.3697400393942036
1987-06-30,4.246268216204869
1987-07-31,3.301866887268618
1987-08-31,3.674531123574671
1987-09-30,3.9393106834827463
1987-10-31,4.201773896125136
1987-11-30,4.200476103862354
1987-12-31,4.6539660957669815
1988-01-31,4.10197984836046
1988-02-29,3.922708744112157
1988-03-31,3.2851048471695754
1988-04-30,2.738422469393597
1988-05-31,2.6374803693754316
1988-06-30,0.668406240534718
1988-07-31,0.874122630741727
1988-08-31,-0.15615181873530326
1988-09-30,0.0856834574156958
1988-10-31,0.6658848798697787
1988-11-30,0.6140255927222295
1988-12-31,0.5771464156411037
1989-01-31,0.945127337099724
1989-02-28,1.4984142646975318
1989-03-31,1.0442217769800002
1989-04-30,1.1352848063574488
1989-05-31,0.7785064786309357
1989-06-30,0.23467623916846092
1989-07-31,0.8083521020593714
1989-08-31,0.2521707757527153
1989-09-30,-0.42248565078872125
1989-10-31,0.6119249992322503
1989-11-30,0.9492173591299042
1989-12-31,2.145015724608038
1990-01-31,2.441915307243313
1990-02-28,3.374371397812472
1990-03-31,4.131446676384726
1990-04-30,4.589280403845798
1990-05-31,4.079496262789506
1990-06-30,4.239810584657889
1990-07-31,3.959169196296417
1990-08-31,3.622130539487079
1990-09-30,4.115409842606646
1990-10-31,3.6025225820012103
1990-11-30,3.1650090140791773
1990-12-31,4.041213172816817
1991-01-31,4.734060422489404
1991-02-28,4.763004629821607
1991-03-31,4.27848373107303
1991-04-30,4.703976799853952
1991-05-31,5.11557410621189
1991-06-30,4.161461927102792
1991-07-31,3.926582634823252
1991-08-31,3.2998537363900295
1991-09-30,2.019651037505689
1991-10-31,1.57635462857223
1991-11-30,0.07999975827668471
1991-12-31,0.42646629763986904
1992-01-31,0.5782559064821654
1992-02-29,0.40640897703400086
1992-03-31,1.5316894024295906
1992-04-30,0.9139870442385023
1992-05-31,1.4562767649155302
1992-06-30,1.7420819024763043
1992-07-31,2.0819680376725342
1992-08-31,1.0067835079846956
1992-09-30,1.4691059140770857
1992-10-31,0.7864622796484085
1992-11-30,0.23211059830625058
1992-12-31,0.5786357125965667
1993-01-31,0.6442171472161429
1993-02-28,0.796920478032521
1993-03-31,1.6066459046377501
1993-04-30,2.2202849875814383
1993-05-31,3.158754672780027
1993-06-30,4.041030224926659
1993-07-31,4.870564833213789
1993-08-31,4.350984962308397
1993-09-30,5.451819979049834
1993-10-31,4.112470961633925
1993-11-30,4.40887965934444
1993-12-31,4.352560817285031
1994-01-31,4.042395912589532
1994-02-28,3.6869939791284323
1994-03-31,3.89564682095212
1994-04-30,4.05155300062053
1994-05-31,4.365632076733885
1994-06-30,5.154739023233373
1994-07-31,5.279351347229076
1994-08-31,5.062370979514376
1994-09-30,5.40482283742141
1994-10-31,4.843962224311684
1994-11-30,4.398689760389934
1994-12-31,3.609588190830626
1995-01-31,2.4043535374733116
1995-02-28,1.7933528471873401
1995-03-31,1.6628223262919561
1995-04-30,1.3252184589435372
1995-05-31,1.0763275347577614
1995-06-30,1.2585017552228934
1995-07-31,1.8724899042431231
1995-08-31,1.607102271819831
1995-09-30,2.179182660023221
1995-10-31,2.0483215809788717
1995-11-30,1.968417076652586
1995-12-31,2.1328016460131773
1996-01-31,1.722429072732727
1996-02-29,1.3810485449262233
1996-03-31,1.2809297306280263
1996-04-30,0.8263142634616838
1996-05-31,1.1907584786667622
1996-06-30,1.3068772062969658
1996-07-31,2.1221930284920636
1996-08-31,2.74374468125256
1996-09-30,3.5981016676533226
1996-10-31,4.452931287381301
1996-11-30,4.56196804971918
1996-12-31,5.740625094366548
1997-01-31,4.88065258922296
1997-02-28,4.690808899454416
1997-03-31,5.154663550895836
1997-04-30,4.772562834349194
1997-05-31,4.519497778091743
1997-06-30,4.457295840962891
1997-07-31,4.371320543915987
1997-08-31,4.365406225207716
1997-09-30,5.010834868245465
1997-10-31,5.14288406672604
1997-11-30,5.9013640533120055
1997-12-31,5.645101772152388
1998-01-31,5.284505838553867
1998-02-28,5.0314164465974445
1998-03-31,4.638862447249025
1998-04-30,3.6045552641434124
1998-05-31,2.762481960412444
1998-06-30,2.403349934279224
1998-07-31,1.9005280704009073
1998-08-31,1.4005357819702273
1998-09-30,1.3716027540597748
1998-10-31,1.7363985406786622
1998-11-30,1.5018841811575576
1998-12-31,1.802770707814866
1999-01-31,2.2244154682798603
1999-02-28,2.448846081432954
1999-03-31,2.5090455963344733
1999-04-30,2.609910106662979
1999-05-31,2.086176151867578
1999-06-30,1.4430881920076344
1999-07-31,1.2477158772719996
1999-08-31,0.901306190614821
1999-09-30,1.3845194967180219
1999-10-31,1.7382549305823092
1999-11-30,2.5621948425041987
1999-12-31,2.9817373625973183
2000-01-31,4.168286851668971
2000-02-29,5.164522086449235
2000-03-31,5.18531756542024
2000-04-30,5.621826282603918
2000-05-31,5.758337612771424
2000-06-30,5.29079538005745
2000-07-31,5.22743112511996
2000-08-31,4.898993632622949
2000-09-30,4.737624493585361
2000-10-31,4.434101375827151
2000-11-30,4.801322756558199
2000-12-31,5.220563455874241
2001-01-31,5.869610769178444
2001-02-28,6.07946582497544
2001-03-31,6.689912126175438
2001-04-30,5.8759257974473735
2001-05-31,6.188839541716807
2001-06-30,5.5569982815219
2001-07-31,5.530922261752271
2001-08-31,3.8839982453687587
2001-09-30,3.1141997082282136
2001-10-31,2.520973814218371
2001-11-30,1.5804486814798198
2001-12-31,1.8075666943963864
2002-01-31,1.7171676044590447
2002-02-28,2.1562051043650787
2002-03-31,2.485744807262766
2002-04-30,3.2270989354973625
2002-05-31,3.148047578206225
2002-06-30,2.741482478981958
2002-07-31,2.5262573659048253
2002-08-31,2.677601887891166
2002-09-30,1.7864115955842514
2002-10-31,2.3951547603586882
2002-11-30,1.9728792129377175
2002-12-31,1.445447691042803
2003-01-31,1.282252726207037
2003-02-28,2.6577775692555767
2003-03-31,2.8725615516708727
2003-04-30,4.048475963511549
2003-05-31,3.9767142083651246
2003-06-30,4.953459566709232
2003-07-31,5.627843509146102
2003-08-31,5.901661228561208
2003-09-30,5.78346969766997
2003-10-31,5.953338363098286
2003-11-30,5.193153269654397
2003-12-31,5.213896385240871
2004-01-31,5.122419954794557
2004-02-29,5.219778074536944
2004-03-31,5.42845100408592
2004-04-30,5.17172332152957
2004-05-31,5.420626778090041
2004-06-30,6.620015564150953
2004-07-31,6.57725028483365
2004-08-31,6.296393401026421
2004-09-30,6.785264709719062
2004-10-31,5.9090228518349805
2004-11-30,5.585706883086609
2004-12-31,4.499505673608722
2005-01-31,4.342276984427534
2005-02-28,3.5997186423312355
2005-03-31,2.535703920590715
2005-04-30,2.6715737818665164
2005-05-31,2.5721188801185018
2005-06-30,2.9667043761134333
2005-07-31,2.54033431882642
2005-08-31,3.3080151023124538
2005-09-30,3.601444609184039
2005-10-31,2.7863738430892746
2005-11-30,2.818813814769882
2005-12-31,2.2796508014700376
2006-01-31,2.4548955252494222
2006-02-28,2.416301669111969
2006-03-31,2.4369492162058073
2006-04-30,1.99468310525769
2006-05-31,2.6931025378790032
2006-06-30,2.266157080588386
2006-07-31,2.8384683820469268
2006-08-31,4.1076911845070185
2006-09-30,5.0118063715291274
2006-10-31,5.5502269839147385
2006-11-30,5.412157416637259
2006-12-31,6.244966425246004
2007-01-31,5.89277492604079
2007-02-28,6.322032527648731
2007-03-31,5.977022165081729
2007-04-30,5.337369189710163
2007-05-31,5.312179630734243
2007-06-30,5.149355716486808
